CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
D_W.1.0.0.0.UTVN;West Germany;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-DEM;19.4700;21.5875;23.3877;24.4540;26.4773;27.9899;29.6810;30.9655;30.7274;38.0175;38.3200;43.6000;46.6000;50.3400;51.8700;53.8300;58.8000;62.3000;66.4600;73.7600;78.8200;80.7600;83.0200;87.2600;91.0200;92.1200;93.8200;95.3900;99.6500;110.7700;124.5600;139.1100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                              
EST.1.0.0.0.UTVN;Estonia;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-EEK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.173576;0.256922;0.338260;0.455050;0.577710;0.561200;0.570760;0.700530;0.800530;0.907520;0.992540;1.122090;1.293900;1.642040;1.981770;1.773340;1.826470;1.734590;1.945890;2.150380;2.239220;2.514790;2.708880;2.959470;3.101670;3.311350;3.666700;3.016780;3.607790;4.081935;4.344440                                                                                                                                                                                                                                                                                                                                                                                                                                            
IRL.1.0.0.0.UTVN;Ireland;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-IEP;0.10770;0.10864;0.11498;0.13008;0.15461;0.16660;0.18979;0.20071;0.22753;0.27619;0.31757;0.36650;0.43093;0.50588;0.50723;0.52448;0.79509;0.72142;0.66165;0.73288;1.14530;1.67030;2.13360;2.42172;2.58917;2.57075;2.79783;2.95947;3.03096;4.11817;3.65307;3.70652;4.25951;4.15159;5.10031;5.77460;6.09231;7.08559;8.42646;9.71905;11.51988;11.81561;13.02346;14.47465;16.54618;18.60314;21.88225;22.60069;19.08486;14.96929;14.98376;14.61092;15.05281;16.18342;18.36345;19.45445;20.70938;21.76316;22.66289;24.65482;17.02708;21.32953;28.41786;31.28982                                                                                                                                                                                                                                                                              
GRC.1.0.0.0.UTVN;Greece;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-GRD;0.03419;0.03915;0.04311;0.04913;0.05478;0.06160;0.07065;0.07752;0.08983;0.10631;0.11618;0.12110;0.13468;0.15619;0.15612;0.21841;0.26490;0.32799;0.39896;0.51071;0.51714;0.50388;0.69911;0.92315;1.19224;1.25330;1.66975;2.09960;2.55613;2.69257;3.93385;5.46301;6.69974;6.94064;7.80053;8.92211;10.43236;11.79471;12.52549;14.64172;15.85148;17.31644;18.18068;18.71904;19.48210;20.52260;23.91119;25.94094;27.22110;24.29474;25.25899;23.86619;22.28022;21.23222;23.78294;24.33289;26.16356;26.56877;27.50010;27.50668;18.87974;19.91109;27.94014;29.49604                                                                                                                                                                                                                                                                           
ESP.1.0.0.0.UTVN;Spain;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-ESP;0.4564;0.5049;0.5597;0.6598;0.7652;0.9180;1.1180;1.2438;1.3036;1.6110;1.7661;1.8591;2.2318;2.8442;2.9703;3.2605;3.7507;4.6973;4.6656;5.8497;6.6855;8.5282;9.9338;12.3428;14.8354;17.4685;20.0262;21.6511;22.4456;25.6278;28.1289;30.6387;35.5063;31.4088;35.1815;37.1900;40.1780;44.5740;50.5520;55.9750;61.0760;64.6940;68.8580;76.4430;86.7710;98.2640;108.0180;106.4620;87.7250;68.7600;89.3010;86.1320;91.1920;97.8430;103.2480;112.0910;114.2970;119.7780;126.1810;127.5790;101.6760;124.7890;138.0572;145.8988                                                                                                                                                                                                                                                                                                                   
FRA.1.0.0.0.UTVN;France;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-FRF;6.7200;7.2230;8.0980;9.2570;10.5180;11.1600;12.0870;12.7030;12.9480;15.0520;16.0650;17.6920;19.9080;22.6520;24.4830;28.6620;34.7480;36.6180;44.0160;52.6900;57.4760;64.5900;75.5920;83.3020;90.6550;97.5890;102.1590;109.2550;120.7210;128.5130;135.0190;139.0260;140.5360;143.1910;156.9530;165.3030;176.1510;182.8760;189.9420;195.8850;199.3170;199.8590;205.2260;210.2120;225.3830;237.7290;246.9300;255.8720;257.1270;247.4760;250.0760;269.1250;276.5690;285.8230;283.5780;286.1550;295.3910;311.0900;321.5430;336.6070;308.3620;322.8250;355.9630;390.4838                                                                                                                                                                                                                                                                     
HRV.1.0.0.0.UTVN;Croatia;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd HRK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.02933;0.04305;0.28794;6.39944;16.87509;20.39377;21.42316;23.89009;28.10748;28.01222;31.04005;32.90344;36.71901;39.54633;40.60889;43.14678;47.11638;50.18222;53.97235;48.68276;50.13637;49.76171;53.00604;56.33354;56.43213;58.83568;61.22339;63.81589;68.08766;72.19890;53.67914;66.62138;75.35267;80.96706                                                                                                                                                                                                                                                                                                                                                                                                                                   
ITA.1.0.0.0.UTVN;Italy;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-ITL;1.5034;1.7277;1.8261;2.0183;2.1364;2.2116;2.3384;2.6358;2.6444;2.7548;3.0029;3.1242;3.1376;3.6351;4.5169;3.5121;5.1446;6.7850;7.6824;8.3248;11.1761;12.4568;15.9031;20.6740;23.5121;26.3312;29.5103;35.5842;44.4414;48.7816;59.3626;67.9462;73.0117;79.4136;85.2991;96.1400;100.1940;112.2780;150.1690;152.2710;158.2250;159.6200;166.7680;168.1080;178.1460;188.1730;203.9750;211.6570;200.9550;185.1340;198.2900;204.7700;218.4030;208.9220;214.4520;218.9180;210.3420;221.6380;224.4070;227.4808;192.6900;221.0031;228.0455;247.8024                                                                                                                                                                                                                                                                                                
CYP.1.0.0.0.UTVN;Cyprus;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-CYP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.770400;0.765300;0.758900;0.834400;0.896000;1.080900;1.210600;1.316300;1.691800;1.941340;2.144330;2.418640;2.934650;3.048910;2.588360;2.674490;2.573590;2.563630;2.308760;2.469820;2.501160;2.651710;2.905390;3.132390;3.233270;2.292470;2.764050;3.300264;3.315798                                                                                                                                                                                                                                                                                                                                                                                                                                                         
LVA.1.0.0.0.UTVN;Latvia;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-LVL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.006202;0.014432;0.096549;0.240734;0.400252;0.483660;0.549730;0.671120;0.790390;0.753040;0.778410;0.840510;0.880580;1.056920;1.208350;1.514360;1.946140;2.404750;2.120650;1.611020;1.706210;2.017870;2.139510;2.306650;2.463240;2.788210;2.917440;3.041280;3.479900;3.636750;3.399860;3.796890;4.008327;4.443585                                                                                                                                                                                                                                                                                                                                                                                                                           
LTU.1.0.0.0.UTVN;Lithuania;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-LTL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.244961;0.473820;0.854500;1.008910;1.484510;1.658420;1.611180;1.567970;1.610070;1.763600;1.811200;1.810190;2.009870;2.295530;2.923350;3.373280;2.624840;2.774890;3.102810;3.231550;3.298010;3.524790;3.729990;3.921620;4.281940;4.548980;4.916850;3.983220;5.319550;5.182214;6.499552                                                                                                                                                                                                                                                                                                                                                                                                                                          
LUX.1.0.0.0.UTVN;Luxembourg;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-LUF;0.052057;0.052837;0.052258;0.054196;0.057158;0.062950;0.063930;0.065400;0.070657;0.083822;0.105050;0.119484;0.143586;0.170985;0.184172;0.198183;0.210189;0.213553;0.250797;0.268016;0.323659;0.321565;0.384916;0.488340;0.569066;0.621925;0.658365;0.694764;0.775122;0.915707;1.002702;1.105744;1.183214;1.476943;1.530312;1.602290;1.652680;1.854540;2.057210;2.437040;2.822950;2.811940;2.829890;2.940960;3.309930;3.691960;3.903680;4.423400;4.313250;4.192960;4.516010;4.849810;5.144760;5.392770;5.925260;5.149410;5.523310;5.954900;6.358760;6.659070;6.551240;7.845040;8.424166;8.845738                                                                                                                                                                                                                                   
HUN.1.0.0.0.UTVN;Hungary;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd HUF;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;886.19;1046.32;1205.40;1441.72;1668.31;1982.81;2107.11;2298.66;2697.59;2973.62;3044.94;3105.06;3512.97;3741.04;3776.92;4159.87;4195.67;4339.32;4577.08;5000.19;5441.95;5417.38;5916.48;6826.55;7504.08;7535.56;8523.26;9801.66;10650.63                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
MLT.1.0.0.0.UTVN;Malta;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-MTL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.172323;0.196345;0.212717;0.214397;0.220974;0.316880;0.295290;0.332150;0.317680;0.388200;0.441680;0.480250;0.484580;0.505710;0.583020;0.651960;0.682780;0.721160;0.737270;0.770380;0.842190;0.869780;0.865520;0.906350;1.000320;1.069440;1.147560;1.277790;1.391200;1.422650;0.718680;0.898990;1.340336;1.499043                                                                                                                                                                                                                                                                                                                                                                                                                            
NLD.1.0.0.0.UTVN;Netherlands;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-NLG;1.6542;1.8149;1.9702;2.1484;2.5189;2.8673;3.2314;3.5956;4.2019;4.3590;5.0100;5.9784;6.6806;7.2663;7.6340;8.5633;9.7527;11.6926;12.3296;12.9162;13.3211;13.5743;13.8887;14.1961;15.0792;15.6427;16.8543;16.8965;17.9031;18.7480;20.6748;22.1627;23.0206;25.9008;26.8471;31.1780;33.3730;35.5580;37.7310;41.9140;44.7200;49.9730;51.4130;52.8940;55.0010;58.5750;62.7830;64.5710;66.5320;60.3990;61.6100;62.0340;61.4540;64.8560;69.6180;70.7900;75.4040;78.2560;83.2630;89.7590;61.0910;77.4740;94.0670;103.9283                                                                                                                                                                                                                                                                                                                  
AUT.1.0.0.0.UTVN;Austria;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-ATS;1.51573;1.72813;1.84445;1.96799;2.24252;2.44481;2.73091;2.86095;3.24096;3.51984;3.98510;4.51105;5.38884;6.35983;6.79187;6.68639;7.13359;7.99326;8.06420;8.84359;9.47415;10.11758;10.62331;11.44749;12.84669;13.25631;13.25952;13.78796;14.92757;16.04788;16.88264;17.79586;18.86191;19.50969;21.45122;20.62524;22.64503;24.24300;24.63766;26.14517;26.71041;27.77215;28.83364;28.68064;29.81110;31.21776;31.99817;34.07318;35.39682;35.51870;36.81133;39.19324;40.83938;41.64564;42.43619;44.65338;45.37584;46.58716;47.14374;48.83293;32.47781;37.43209;48.94318;53.71744                                                                                                                                                                                                                                                           
POL.1.0.0.0.UTVN;Poland;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd PLN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.2102;13.5055;22.1294;32.8656;45.3690;57.3760;67.9450;75.4800;86.7970;90.7560;96.0380;105.5370;110.2040;117.1730;124.9850;135.1260;155.9900;166.9970;157.3180;177.8490;194.6930;191.5180;187.6020;196.4770;210.0700;218.7290;251.6440;276.0050;292.0550;222.4760;357.3350;402.0198;471.1231                                                                                                                                                                                                                                                                                                                                                                                                                                                 
PRT.1.0.0.0.UTVN;Portugal;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-PTE;0.02739;0.03098;0.03310;0.03530;0.03952;0.04401;0.04913;0.06240;0.06736;0.07682;0.09168;0.09694;0.11173;0.13489;0.14329;0.17101;0.21784;0.29142;0.30286;0.37036;0.45709;0.42739;0.86621;1.11040;0.80638;1.41660;2.94755;3.45172;4.43625;5.15764;6.03565;6.93796;8.38238;8.22036;9.30191;10.07468;10.60736;11.46955;12.96475;14.01364;15.04320;15.71174;17.14595;17.39486;18.39454;20.27465;22.11455;22.78290;22.66913;19.34019;20.76882;21.23159;20.37730;20.63708;21.97491;23.91828;25.04131;27.19148;28.90502;29.95972;24.14195;26.42718;30.87271;33.52597                                                                                                                                                                                                                                                                        
ROM.1.0.0.0.UTVN;Romania;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd RON;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0029;0.0097;0.0120;0.1041;0.2657;0.3998;0.5156;1.5263;3.4782;5.4713;7.7987;11.3707;15.3173;20.3520;24.0579;32.2953;37.3528;45.6606;54.0500;46.7960;54.9674;65.4823;70.4501;72.8163;77.1325;85.9083;77.9679;77.9790;88.4418;100.2666;91.1951;112.1327;117.8952;134.7550                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
SVN.1.0.0.0.UTVN;Slovenia;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-SIT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.088714;0.168237;0.515602;0.818564;1.079834;1.367650;1.633650;1.806590;2.096900;2.467750;2.573930;2.842750;3.246380;3.515570;3.797480;3.965050;4.086840;4.462620;4.573490;4.054640;4.232730;4.613830;4.669270;4.800950;5.056820;5.270910;5.411720;5.611800;5.878390;6.070890;3.868440;5.407270;6.633552;7.180935                                                                                                                                                                                                                                                                                                                                                                                                                         
SVK.1.0.0.0.UTVN;Slovakia;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-SKK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.12218;1.85419;1.92008;2.18470;2.18734;2.70473;2.80017;3.22862;3.21805;3.78240;4.34295;4.69962;5.67945;5.58026;6.25013;6.03241;5.66612;5.97459;6.78320;6.60106;6.89877;7.33965;7.86703;8.04847;8.69869;9.20244;9.81916;9.35310;9.88381;10.67889;11.61562                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
FIN.1.0.0.0.UTVN;Finland;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd EURO-FIM;0.29601;0.33429;0.36478;0.35291;0.37559;0.44401;0.48655;0.60496;0.72460;0.77972;0.84034;0.96167;1.12917;1.36845;1.48337;1.58100;1.82900;2.23500;2.57700;2.86500;3.33200;3.86600;4.38900;4.83900;5.81100;6.45300;7.14400;7.93000;9.87600;11.00400;10.92200;10.08100;9.48500;9.48000;10.21900;10.48900;11.59100;13.39700;14.38100;15.15400;15.61700;15.92500;16.87900;17.95400;18.21200;19.11100;19.95200;20.70700;20.96900;20.22200;20.94400;23.87500;24.80700;25.98900;26.18100;26.33200;27.85500;28.39600;29.89800;30.67000;28.45900;30.46600;32.35687;33.10693                                                                                                                                                                                                                                                                     
SWE.1.0.0.0.UTVN;Sweden;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd SEK;13.117;14.504;17.422;19.043;20.943;24.310;27.549;29.998;33.457;36.089;39.613;50.707;52.500;59.712;58.796;67.908;75.264;86.280;84.457;88.587;102.021;116.904;118.703;139.265;158.674;173.680;199.367;223.613;240.626;271.129;303.951;350.290;318.123;300.298;312.886;337.872;370.032;388.020;468.660;493.089;497.505;523.072;545.677;564.397;581.559;606.371;631.513;672.793;702.523;687.979;721.528;736.638;748.311;766.078;787.098;844.457;913.372;953.666;994.204;1020.296;937.457;1050.873;1124.378;1184.655                                                                                                                                                                                                                                                                                                                            
GBR.1.0.0.0.UTVN;United Kingdom;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd GBP;2.4705;2.5835;2.7736;2.9196;3.3317;3.7178;4.1098;4.4069;5.0450;6.0022;6.5323;6.6604;6.8574;6.9464;6.7564;8.3317;10.5451;13.8588;15.9682;20.9533;26.6844;30.0621;35.1922;37.0185;39.8461;42.5406;48.4138;53.8279;59.9502;64.2521;67.9698;75.9334;79.0601;80.8584;86.3395;93.4870;97.4320;105.1880;112.6280;121.8350;129.7670;132.0980;136.9710;142.6840;150.9300;153.7160;161.5830;170.5380;168.7190;156.9770;183.4250;200.3700;206.0860;217.1760;227.8620;233.6830;242.0910;251.1900;258.7050;264.8410;132.2290;205.2760;265.8089;282.8299                                                                                                                                                                                                                                                                                         
MKD.1.0.0.0.UTVN;North Macedonia;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd MKD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26.3845;26.8872;29.8635;39.2650;39.0930;45.6510;36.8080;37.3960;43.9400;44.1670;52.0710;56.2430;54.2460;58.6520;63.8750;60.9170;61.9660;65.4570;66.5250;76.0191;78.1406;81.0703;85.7863;50.8199;57.6551;74.8450;114.2413                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
TUR.1.0.0.0.UTVN;Turkey;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd TRY;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.001;0.001;0.001;0.002;0.004;0.006;0.011;0.018;0.036;0.059;0.099;0.195;0.343;0.798;1.563;3.368;5.815;9.460;18.147;26.942;41.968;58.058;71.142;84.239;98.014;99.343;108.223;109.124;143.974;171.772;189.146;229.596;233.401;272.931;293.740;328.336;355.368;392.397;489.662;656.714;1021.100;1662.143                                                                                                                                                                                                                                                                                                                                                                                                  
ISL.1.0.0.0.UTVN;Iceland;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd ISK;0.0164;0.0133;0.0174;0.0215;0.0236;0.0318;0.0430;0.0400;0.0441;0.0543;0.0809;0.1030;0.1303;0.1949;0.3026;0.4349;0.6134;0.8637;1.2689;1.8444;3.1081;5.1516;7.9928;12.5795;18.0470;23.5245;30.5416;42.3204;52.2026;59.3007;66.1958;70.5364;63.5790;64.8679;67.7537;71.1864;77.8889;83.1065;93.0487;106.7730;112.3005;109.9175;116.1818;126.3848;150.5084;176.8826;208.9566;223.6654;207.6248;185.6145;195.9663;207.2126;227.8699;239.7835;288.8249;309.2880;317.7090;358.5215;374.7262;380.0743;353.4218;385.0907;424.8423;456.0456                                                                                                                                                                                                                                                                                                         
NOR.1.0.0.0.UTVN;Norway;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd NOK;3.3753;3.7416;4.1660;4.2702;5.1145;5.4830;6.2264;6.9644;7.0450;8.1880;11.2260;13.5590;14.8900;16.3660;16.8260;18.6800;21.1660;23.4210;22.4850;24.7400;26.8100;32.4550;33.9790;40.8100;45.5050;57.0730;70.0750;73.5820;71.0500;67.7210;67.4920;71.0790;77.1370;86.0940;95.4880;108.8910;120.4920;136.0010;142.7620;153.6980;165.3690;167.3850;170.4370;170.4100;185.5510;201.4630;226.1640;250.0010;244.9400;240.7580;259.8720;271.5720;283.3800;296.2380;307.7440;316.9890;331.9730;351.9050;367.7640;372.8710;355.5270;383.1920;399.8687;420.4548                                                                                                                                                                                                                                                                                         
CHE.1.0.0.0.UTVN;Switzerland;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd CHF;1.17004;1.36213;1.51182;1.67148;1.83364;1.88603;2.00328;2.09559;2.19288;2.51720;2.80160;2.99618;3.50015;3.76459;3.69222;3.70969;3.80453;4.00161;4.28597;4.43566;4.81987;5.12504;5.34974;5.55286;5.74420;6.39575;6.94279;7.31125;7.46236;7.41526;7.48738;6.08397;5.46375;5.74656;5.90362;8.48071;7.64425;8.24099;9.21250;13.00011;15.65870;14.47579;12.73140;12.72673;13.73514;13.90934;15.40959;17.78558;18.76643;17.02296;18.60235;18.21316;16.85497;17.10424;17.25325;16.94315;16.53598;17.15939;16.58325;16.42950;15.97066;16.90826;17.43297;18.83544                                                                                                                                                                                                                                                                              
AUS.1.0.0.0.UTVN;Australia;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd AUD;1.5460;1.4650;1.6150;1.7090;1.9250;2.0780;2.2140;2.4270;2.6270;2.9430;3.1500;3.5510;3.9630;4.9650;6.1460;7.9190;8.9760;9.4000;10.9780;12.9470;14.8600;16.9210;19.2510;22.2290;25.5180;28.1060;30.6530;35.3680;39.4750;42.4970;42.8820;42.2450;43.5360;48.4400;52.8850;57.0580;59.8270;62.7220;66.6660;71.2030;80.9520;84.2880;92.4320;99.0940;101.1150;107.6780;115.4680;122.8010;119.1970;128.4220;135.2360;138.2650;148.3350;158.1590;160.6970;171.7950;178.1570;188.5550;194.8820;141.3860;120.7190;NA;NA;NA                                                                                                                                                                                                                                                                                                                         
CAN.1.0.0.0.UTVN;Canada;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd CAD;4.6323;4.8136;5.4006;5.6847;6.4461;7.2912;8.0506;8.8848;9.7000;10.7495;11.4042;12.4337;14.0509;15.8443;18.3684;17.5871;21.6756;24.1004;25.7672;26.9882;28.2618;38.4390;40.9890;42.8490;45.4080;49.6170;56.8110;63.7410;71.7740;81.1110;85.3300;88.8280;92.5930;96.8270;100.7930;105.1610;107.3220;113.8550;117.6470;124.7180;129.6470;129.9600;140.1910;142.5540;150.6930;157.4530;162.8820;170.4960;169.5390;171.8680;178.9630;185.6890;193.1750;201.6200;211.4650;222.1970;229.9450;245.4770;251.6380;255.3150;162.5340;226.1580;NA;NA                                                                                                                                                                                                                                                                                                   
JPN.1.0.0.0.UTVN;Japan;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd JPY;1122.56;1344.76;1447.46;1619.21;1798.92;1919.32;2127.37;2434.56;2809.04;3183.52;3892.65;4256.50;4802.73;5940.34;6313.04;6665.39;7692.34;9225.67;9914.43;11737.25;12478.25;13509.86;14045.88;14250.97;16318.81;18078.80;18497.68;21343.68;23324.18;24440.60;27326.25;26206.78;29362.01;28337.38;28966.40;29959.70;30982.20;32670.00;35013.30;35271.30;34117.80;34273.10;34078.40;32955.30;33913.70;34683.60;34925.00;34665.40;34036.00;32022.60;32531.90;32414.00;32967.60;33145.80;37718.20;41563.30;41940.60;42518.50;42976.60;43446.00;44754.30;43732.72;45109.27;46527.75                                                                                                                                                                                                                                                                
KOR.1.0.0.0.UTVN;Korea;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd WON;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;240.9;288.4;321.8;423.8;697.4;1043.7;1572.5;2066.4;2882.2;3734.9;4645.3;5738.5;6635.0;8331.1;8968.9;9630.4;11018.7;12777.5;14868.3;16250.7;20950.6;23836.7;27730.6;30824.8;37198.9;43656.8;51008.5;56509.2;49726.8;61088.0;69221.7;77150.1;86831.4;89867.8;90282.7;95540.3;102083.7;111334.5;118358.8;117837.5;131724.2;136843.4;140192.4;140350.0;146375.0;156672.5;167382.3;176962.0;181751.4;184416.3;189670.9;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                    
MEX.1.0.0.0.UTVN;Mexico;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd MXN;0.004;0.004;0.005;0.005;0.005;0.007;0.007;0.007;0.009;0.010;0.013;0.015;0.017;0.021;0.026;0.039;0.045;0.066;0.085;0.128;0.219;0.292;0.547;0.846;1.515;2.824;4.030;11.944;22.711;30.547;42.484;55.295;66.406;72.548;88.103;99.021;129.363;185.853;250.465;311.738;328.352;372.206;407.450;439.360;431.136;441.653;453.405;496.763;381.361;570.319;614.602;584.699;560.950;721.986;1002.579;1181.434;1372.716;1335.789;1433.886;1571.778;1616.720;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                   
NZL.1.0.0.0.UTVN;New Zealand;02 Taxes linked to imports and production and subsidies, total economy;Taxes linked to imports and production minus subsidies: total economy ;Mrd NZD;0.25254;0.26352;0.26352;0.29347;0.31842;0.33140;0.34837;0.38630;0.42024;0.45518;0.51707;0.55300;0.62500;0.68400;0.67300;0.70900;1.05300;1.18600;1.29100;1.64000;1.98900;2.32900;2.67500;3.20300;3.91600;4.47800;6.38700;8.78600;9.15000;10.59100;10.82600;10.54100;10.51300;11.03200;11.78300;12.40100;12.93200;13.30900;13.31800;13.94500;14.40400;15.17300;16.52100;17.58800;18.80200;19.88800;21.15700;22.25100;22.23700;22.93600;24.82900;27.22000;28.44000;29.97800;31.55200;33.62000;35.96800;37.81100;39.93100;38.40800;NA;NA;NA;NA                                                                                                                                                                                                                                                                                            
